product_code,customer_code,market_code,order_date,sales_qty,sales_amount,currency
Prod010,Cus011,Mark003,2018-06-18,4,3583,INR
Prod010,Cus003,Mark003,2018-06-18,4,4954,INR
Prod010,Cus010,Mark003,2018-06-21,1,1889,INR
Prod010,Cus010,Mark003,2018-07-18,1,472,INR
Prod010,Cus003,Mark003,2018-07-18,1,1352,INR
Prod010,Cus012,Mark003,2018-07-19,1,1616,INR
Prod010,Cus003,Mark003,2018-07-19,1,449,INR
Prod010,Cus003,Mark003,2018-07-23,1,1801,INR
Prod010,Cus003,Mark003,2018-07-30,1,1801,INR
Prod010,Cus003,Mark003,2019-01-25,1,449,INR
Prod010,Cus003,Mark003,2019-02-04,1,449,INR
Prod010,Cus003,Mark003,2019-02-20,1,449,INR
Prod010,Cus003,Mark003,2019-03-13,1,444,INR
Prod010,Cus003,Mark003,2019-03-28,1,444,INR
Prod010,Cus003,Mark003,2019-04-30,1,0,INR
Prod011,Cus016,Mark002,2017-10-06,1,505,INR
Prod011,Cus016,Mark002,2017-10-13,1,1514,INR
Prod011,Cus016,Mark002,2017-10-20,1,2023,INR
Prod011,Cus016,Mark002,2017-10-27,25,37889,INR
Prod011,Cus016,Mark002,2018-02-08,1,593,INR
Prod011,Cus007,Mark004,2018-02-16,1,597,INR
Prod011,Cus007,Mark004,2018-02-26,1,2389,INR
Prod011,Cus016,Mark002,2018-03-01,1,593,INR
Prod011,Cus007,Mark004,2018-03-02,1,1194,INR
Prod011,Cus007,Mark004,2018-03-05,8,13736,INR
Prod011,Cus007,Mark004,2018-03-12,1,1194,INR
Prod011,Cus007,Mark004,2018-04-03,1,597,INR
Prod011,Cus007,Mark004,2018-04-09,1,597,INR
Prod011,Cus007,Mark004,2018-04-13,1,597,INR
Prod011,Cus017,Mark007,2018-04-24,17,17472,INR
Prod011,Cus007,Mark004,2018-04-26,2,2986,INR
Prod011,Cus007,Mark004,2018-04-27,2,2986,INR
Prod011,Cus007,Mark004,2018-05-07,1,597,INR
Prod011,Cus007,Mark004,2018-05-14,1,1194,INR
Prod011,Cus007,Mark004,2018-05-18,1,796,INR
Prod011,Cus017,Mark007,2018-05-31,26,26722,INR
Prod011,Cus007,Mark004,2018-06-11,1,796,INR
Prod011,Cus007,Mark004,2018-06-13,1,796,INR
Prod011,Cus007,Mark004,2018-06-14,1,3185,INR
Prod011,Cus007,Mark004,2018-06-18,1,796,INR
Prod011,Cus007,Mark004,2018-06-22,1,2389,INR
Prod011,Cus007,Mark004,2018-06-29,1,3185,INR
Prod011,Cus007,Mark004,2018-07-09,2,5574,INR
Prod011,Cus007,Mark004,2018-07-13,1,796,INR
Prod011,Cus007,Mark004,2018-07-20,1,796,INR
Prod011,Cus007,Mark004,2018-07-27,1,796,INR
Prod011,Cus007,Mark004,2018-08-03,1,1593,INR
Prod011,Cus016,Mark002,2018-10-12,1,514,INR
Prod011,Cus007,Mark004,2018-10-17,1,4759,INR
Prod011,Cus007,Mark004,2018-10-25,1,1190,INR
Prod011,Cus007,Mark004,2018-10-26,1,1190,INR
Prod011,Cus016,Mark002,2018-10-31,3,4106,INR
Prod011,Cus007,Mark004,2018-11-05,2,5949,INR
Prod011,Cus007,Mark004,2018-11-06,2,5949,INR
Prod011,Cus016,Mark002,2018-12-07,1,514,INR
Prod011,Cus016,Mark002,2018-12-14,1,514,INR
Prod011,Cus016,Mark002,2018-12-21,1,514,INR
Prod011,Cus018,Mark002,2018-12-28,1,0,INR
Prod011,Cus016,Mark002,2019-01-28,1,514,INR
Prod011,Cus016,Mark002,2019-02-01,1,514,INR
Prod011,Cus016,Mark002,2019-02-08,1,1028,INR
Prod011,Cus016,Mark002,2019-02-15,1,2056,INR
Prod011,Cus007,Mark004,2019-02-22,1,796,INR
Prod011,Cus016,Mark002,2019-02-22,1,1542,INR
Prod011,Cus016,Mark002,2019-03-01,1,514,INR
Prod011,Cus016,Mark002,2019-03-08,1,1028,INR
Prod011,Cus007,Mark004,2019-04-12,1,796,INR
Prod011,Cus007,Mark004,2019-06-03,1,796,INR
Prod011,Cus007,Mark004,2019-06-17,1,1593,INR
Prod011,Cus007,Mark004,2019-06-24,1,796,INR
Prod011,Cus011,Mark003,2019-07-15,1,611,INR
Prod011,Cus016,Mark002,2019-08-16,1,1028,INR
Prod011,Cus016,Mark002,2019-09-27,1,514,INR
Prod011,Cus016,Mark002,2019-10-04,1,514,INR
Prod011,Cus016,Mark002,2019-10-18,1,514,INR
Prod011,Cus007,Mark004,2019-10-21,1,796,INR
Prod011,Cus007,Mark004,2019-10-25,1,796,INR
Prod011,Cus016,Mark002,2019-11-01,1,514,INR
Prod011,Cus007,Mark004,2019-11-04,1,796,INR
Prod011,Cus007,Mark004,2019-11-08,1,1593,INR
Prod011,Cus016,Mark002,2019-11-08,1,514,INR
Prod011,Cus007,Mark004,2019-11-15,1,3185,INR
Prod011,Cus016,Mark002,2019-11-15,1,514,INR
Prod011,Cus016,Mark002,2019-11-18,1,514,INR
Prod011,Cus007,Mark004,2019-12-06,2,4778,INR
Prod011,Cus016,Mark002,2019-12-06,1,514,INR
Prod011,Cus007,Mark004,2019-12-13,4,10352,INR
Prod011,Cus007,Mark004,2019-12-20,1,796,INR
Prod011,Cus016,Mark002,2020-06-12,1,1028,INR
Prod011,Cus016,Mark002,2020-06-16,1,514,INR
Prod012,Cus019,Mark002,2018-06-05,33,29648,INR
Prod013,Cus001,Mark001,2017-10-10,240,143560,INR
Prod013,Cus005,Mark004,2017-10-11,7,6204,INR
Prod013,Cus007,Mark004,2017-10-16,1,495,INR
Prod013,Cus006,Mark004,2017-10-23,20,25130,INR
Prod013,Cus007,Mark004,2017-10-25,1,986,INR
Prod013,Cus020,Mark004,2017-11-02,13,23898,INR
Prod013,Cus005,Mark004,2017-11-03,1,296,INR
Prod013,Cus006,Mark004,2017-11-08,1,356,INR
Prod001,Cus001,Mark001,2017-10-10,100,41241,"INR"
Prod001,Cus002,Mark002,2018-05-08,3,-1,"INR"
Prod002,Cus003,Mark003,2018-04-06,1,875,"INR"
Prod002,Cus003,Mark003,2018-04-11,1,583,"INR"
Prod002,Cus004,Mark003,2018-06-18,6,7176,"INR"
Prod003,Cus005,Mark004,2017-11-20,59,500,"USD"
Prod003,Cus005,Mark004,2017-11-22,36,250,"USD"
Prod003,Cus005,Mark004,2017-11-23,39,21412,"INR"
Prod003,Cus005,Mark004,2017-11-27,35,19213,"INR"
Prod003,Cus005,Mark004,2017-11-28,310,170185,"INR"
Prod003,Cus005,Mark004,2017-11-29,184,101194,"INR"
Prod003,Cus005,Mark004,2017-11-30,35,19213,"INR"
Prod004,Cus005,Mark004,2017-11-29,17,9426,"INR"
Prod004,Cus005,Mark004,2017-12-19,1,218,"INR"
Prod005,Cus005,Mark004,2018-08-07,5,3093,"INR"
Prod003,Cus006,Mark004,2017-12-04,58,30306,"INR"
Prod005,Cus006,Mark004,2018-06-29,38,52319,"INR"
Prod005,Cus006,Mark004,2018-07-02,93,126296,"INR"
Prod005,Cus006,Mark004,2018-07-03,79,107500,"INR"
Prod005,Cus006,Mark004,2018-07-04,1,273,"INR"
Prod005,Cus006,Mark004,2018-07-06,3,3574,"INR"
Prod005,Cus006,Mark004,2018-07-13,1,273,"INR"
Prod005,Cus006,Mark004,2019-06-07,20,23403,"INR"
Prod005,Cus006,Mark004,2019-07-29,81,76329,"INR"
Prod005,Cus006,Mark004,2019-08-01,5,4542,"INR"
Prod005,Cus006,Mark004,2019-09-19,18,16579,"INR"
Prod005,Cus006,Mark004,2019-09-27,90,105301,"INR"
Prod004,Cus007,Mark004,2017-10-09,1,185,"INR"
Prod004,Cus007,Mark004,2017-10-13,1,556,"INR"
Prod004,Cus007,Mark004,2017-10-27,1,551,"INR"
Prod004,Cus007,Mark004,2017-11-03,1,167,"INR"
Prod004,Cus007,Mark004,2017-11-06,1,333,"INR"
Prod004,Cus007,Mark004,2017-11-10,1,500,"INR"
Prod004,Cus007,Mark004,2017-11-16,1,333,"INR"
Prod004,Cus007,Mark004,2017-11-17,1,333,"INR"
Prod004,Cus007,Mark004,2017-11-27,1,500,"INR"
Prod004,Cus007,Mark004,2017-12-04,1,833,"INR"
Prod004,Cus007,Mark004,2017-12-08,1,167,"INR"
Prod004,Cus007,Mark004,2017-12-11,1,833,"INR"
Prod004,Cus007,Mark004,2017-12-18,1,1000,"INR"
Prod004,Cus007,Mark004,2017-12-27,2,1833,"INR"
Prod004,Cus007,Mark004,2017-12-28,1,167,"INR"
Prod004,Cus007,Mark004,2018-01-05,1,167,"INR"
Prod004,Cus007,Mark004,2018-01-08,1,833,"INR"
Prod004,Cus007,Mark004,2018-01-22,1,167,"INR"
Prod004,Cus007,Mark004,2018-02-21,26,10657,"INR"
Prod004,Cus007,Mark004,2018-02-23,1,167,"INR"
Prod005,Cus007,Mark004,2018-08-03,1,157,"INR"
Prod005,Cus007,Mark004,2018-08-24,1,315,"INR"
Prod005,Cus007,Mark004,2018-09-21,1,630,"INR"
Prod005,Cus007,Mark004,2018-09-28,1,315,"INR"
Prod005,Cus007,Mark004,2018-11-09,1,157,"INR"
Prod005,Cus007,Mark004,2018-11-16,1,472,"INR"
Prod005,Cus007,Mark004,2018-12-07,1,157,"INR"
Prod005,Cus007,Mark004,2018-12-14,1,157,"INR"
Prod005,Cus007,Mark004,2019-01-25,1,315,"INR"
Prod005,Cus007,Mark004,2019-02-01,1,157,"INR"
Prod005,Cus007,Mark004,2019-02-08,1,472,"INR"
Prod005,Cus007,Mark004,2019-02-15,1,472,"INR"
Prod005,Cus007,Mark004,2019-02-22,1,315,"INR"
Prod005,Cus007,Mark004,2019-03-01,1,472,"INR"
Prod005,Cus007,Mark004,2019-03-08,1,315,"INR"
Prod005,Cus007,Mark004,2019-03-15,1,157,"INR"
Prod005,Cus007,Mark004,2019-03-22,1,315,"INR"
Prod005,Cus007,Mark004,2019-03-29,1,315,"INR"
Prod005,Cus007,Mark004,2019-04-05,1,315,"INR"
Prod005,Cus007,Mark004,2019-04-12,1,787,"INR"
Prod005,Cus007,Mark004,2019-04-23,1,630,"INR"
Prod005,Cus007,Mark004,2019-04-29,1,472,"INR"
Prod005,Cus007,Mark004,2019-05-06,1,315,"INR"
Prod005,Cus007,Mark004,2019-05-10,1,787,"INR"
Prod005,Cus007,Mark004,2019-05-17,1,1102,"INR"
Prod005,Cus007,Mark004,2019-06-03,1,787,"INR"
Prod005,Cus007,Mark004,2019-06-07,1,157,"INR"
Prod005,Cus007,Mark004,2019-06-17,1,315,"INR"
Prod005,Cus007,Mark004,2019-06-24,1,315,"INR"
Prod005,Cus007,Mark004,2019-06-28,1,315,"INR"
Prod005,Cus007,Mark004,2019-07-05,1,472,"INR"
Prod005,Cus007,Mark004,2019-07-12,1,630,"INR"
Prod005,Cus007,Mark004,2019-07-19,1,944,"INR"
Prod005,Cus007,Mark004,2019-07-26,2,1417,"INR"
Prod005,Cus007,Mark004,2019-08-02,2,1417,"INR"
Prod005,Cus007,Mark004,2019-08-09,1,787,"INR"
Prod005,Cus007,Mark004,2019-08-16,1,1259,"INR"
Prod005,Cus007,Mark004,2019-09-02,2,1574,"INR"
Prod005,Cus007,Mark004,2019-09-03,1,630,"INR"
Prod005,Cus007,Mark004,2019-09-06,1,157,"INR"
Prod005,Cus007,Mark004,2019-09-13,2,1417,"INR"
Prod005,Cus007,Mark004,2019-09-20,1,630,"INR"
Prod005,Cus007,Mark004,2019-09-23,200,66111,"INR"
Prod005,Cus007,Mark004,2019-09-27,2,1884,"INR"
Prod005,Cus007,Mark004,2019-10-07,1,944,"INR"
Prod005,Cus007,Mark004,2019-10-28,7,2574,"INR"
Prod005,Cus007,Mark004,2019-11-08,1,630,"INR"
Prod005,Cus007,Mark004,2019-11-15,1,472,"INR"
Prod005,Cus007,Mark004,2019-11-22,1,944,"INR"
Prod005,Cus007,Mark004,2019-11-29,2,1417,"INR"
Prod005,Cus007,Mark004,2019-12-06,1,1259,"INR"
Prod005,Cus007,Mark004,2019-12-13,4,3773,"INR"
Prod005,Cus007,Mark004,2019-12-20,1,315,"INR"
Prod005,Cus007,Mark004,2020-01-09,1,630,"INR"
Prod005,Cus007,Mark004,2020-01-10,1,472,"INR"
Prod005,Cus007,Mark004,2020-01-17,2,2042,"INR"
Prod005,Cus007,Mark004,2020-02-07,1,417,"INR"
Prod005,Cus007,Mark004,2020-02-14,1,310,"INR"
Prod005,Cus007,Mark004,2020-02-28,1,208,"INR"
Prod005,Cus007,Mark004,2020-03-06,1,620,"INR"
Prod005,Cus007,Mark004,2020-03-13,1,620,"INR"
Prod005,Cus007,Mark004,2020-04-03,1,829,"INR"
Prod005,Cus007,Mark004,2020-04-14,4,2694,"INR"
Prod005,Cus007,Mark004,2020-04-20,1,102,"INR"
Prod005,Cus007,Mark004,2020-05-15,2,528,"INR"
Prod006,Cus005,Mark004,2017-10-24,1,380,"INR"
Prod006,Cus007,Mark004,2017-10-25,1,560,"INR"
Prod006,Cus007,Mark004,2017-10-30,1,560,"INR"
Prod006,Cus007,Mark004,2017-11-27,1,1116,"INR"
Prod006,Cus008,Mark005,2017-12-11,1,657,"INR"
Prod006,Cus007,Mark004,2017-12-12,1,560,"INR"
Prod006,Cus008,Mark005,2017-12-19,1,657,"INR"
Prod006,Cus007,Mark004,2018-02-12,1,560,"INR"
Prod007,Cus007,Mark004,2018-10-19,11,6218,"INR"
Prod008,Cus007,Mark004,2017-11-20,7,2426,"INR"
Prod008,Cus007,Mark004,2017-11-24,33,15278,"INR"
Prod009,Cus009,Mark002,2018-11-14,3,3032,"INR"
Prod009,Cus010,Mark003,2019-05-22,2,3194,"INR"
Prod009,Cus010,Mark003,2019-05-23,1,912,"INR"
Prod009,Cus010,Mark003,2019-05-28,1,1824,"INR"
Prod009,Cus010,Mark003,2019-05-29,1,458,"INR"
Prod009,Cus003,Mark003,2019-05-31,3,4444,"INR"
Prod009,Cus010,Mark003,2019-06-03,1,458,"INR"
Prod009,Cus010,Mark003,2019-06-04,1,458,"INR"
Prod009,Cus010,Mark003,2019-06-05,1,1824,"INR"
Prod009,Cus003,Mark003,2019-06-05,2,2667,"INR"
Prod009,Cus010,Mark003,2019-06-06,14,19171,"INR"
Prod009,Cus010,Mark003,2019-06-07,1,458,"INR"
Prod009,Cus010,Mark003,2019-06-11,1,458,"INR"
Prod009,Cus010,Mark003,2019-06-12,1,458,"INR"
Prod009,Cus010,Mark003,2019-06-14,1,1370,"INR"
Prod009,Cus003,Mark003,2019-06-14,2,2667,"INR"
Prod009,Cus003,Mark003,2019-06-17,1,1333,"INR"
Prod009,Cus011,Mark003,2019-06-18,1,597,"INR"
Prod009,Cus003,Mark003,2019-06-18,7,8889,"INR"
Prod009,Cus003,Mark003,2019-06-19,1,1778,"INR"
Prod009,Cus010,Mark003,2019-06-28,7,9130,"INR"
Prod010,Cus011,Mark003,2018-04-23,1,602,"INR"
Prod010,Cus012,Mark003,2018-05-03,2,3227,"INR"
Prod010,Cus003,Mark003,2018-05-04,1,449,"INR"
Prod010,Cus003,Mark003,2018-05-07,1,449,"INR"
Prod010,Cus003,Mark003,2018-05-09,1,449,"INR"
Prod010,Cus003,Mark003,2018-05-11,1,449,"INR"
Prod010,Cus013,Mark003,2018-05-11,7,9880,"INR"
Prod010,Cus011,Mark003,2018-05-16,1,301,"INR"
Prod010,Cus014,Mark003,2018-05-16,6,7954,"INR"
Prod010,Cus012,Mark003,2018-05-17,1,2153,"INR"
Prod010,Cus014,Mark003,2018-05-17,4,5306,"INR"
Prod010,Cus003,Mark003,2018-05-18,1,1801,"INR"
Prod010,Cus003,Mark003,2018-05-23,2,2699,"INR"
Prod010,Cus012,Mark003,2018-05-24,1,1616,"INR"
Prod010,Cus003,Mark003,2018-05-25,2,2245,"INR"
Prod010,Cus015,Mark006,2018-05-26,1,0,"INR"
Prod010,Cus003,Mark003,2018-05-28,1,903,"INR"
Prod010,Cus014,Mark003,2018-05-29,4,5306,"INR"
Prod010,Cus010,Mark003,2018-05-30,3,3778,"INR"
Prod010,Cus012,Mark003,2018-05-31,1,537,"INR"
Prod010,Cus010,Mark003,2018-05-31,1,1417,"INR"
Prod010,Cus014,Mark003,2018-05-31,4,5306,"INR"
Prod010,Cus010,Mark003,2018-06-01,1,472,"INR"
Prod010,Cus003,Mark003,2018-06-01,3,4051,"INR"
Prod010,Cus013,Mark003,2018-06-01,10,14815,"INR"
Prod010,Cus003,Mark003,2018-06-06,3,4495,"INR"
Prod010,Cus012,Mark003,2018-06-07,2,2690,"INR"
Prod010,Cus010,Mark003,2018-06-07,1,1417,"INR"
Prod010,Cus003,Mark003,2018-06-08,1,449,"INR"
Prod010,Cus014,Mark003,2018-06-08,18,23866,"INR"
Prod010,Cus003,Mark003,2018-06-11,1,898,"INR"
Prod010,Cus013,Mark003,2018-06-11,3,4940,"INR"
Prod010,Cus003,Mark003,2018-06-13,1,449,"INR"
Prod010,Cus012,Mark003,2018-06-14,1,2153,"INR"
Prod010,Cus010,Mark003,2018-06-14,1,472,"INR"
Prod010,Cus003,Mark003,2018-06-14,1,449,"INR"
